"week_ending","show","seats_sold"
"2014-11-02","Once",4836
"2014-11-09","Once",5491
"2014-11-16","Once",5652
"2014-11-23","Once",5383
"2014-11-30","Once",6362
"2014-12-07","Once",6127
"2014-12-14","Once",6597
"2014-12-21","Once",7186
"2014-12-28","Once",8520
"2015-01-04","Once",8608
"1990-10-07","Once On This Island",4932
"1990-10-14","Once On This Island",5065
"1990-10-21","Once On This Island",4946
"1990-10-28","Once On This Island",5580
"1990-11-04","Once On This Island",4023
"1990-11-11","Once On This Island",4860
"1990-11-18","Once On This Island",3711
"1990-11-25","Once On This Island",4435
"1990-12-02","Once On This Island",4327
"1990-12-09","Once On This Island",5470
"1990-12-16","Once On This Island",4893
"1990-12-23","Once On This Island",5127
"1990-12-30","Once On This Island",4953
"1991-01-06","Once On This Island",4944
"1991-01-13","Once On This Island",4329
"1991-01-20","Once On This Island",4871
"1991-01-27","Once On This Island",4429
"1991-02-03","Once On This Island",4753
"1991-02-10","Once On This Island",4491
"1991-02-17","Once On This Island",5008
"1991-02-24","Once On This Island",4812
"1991-03-03","Once On This Island",3967
"1991-03-10","Once On This Island",4571
"1991-03-17","Once On This Island",4723
"1991-03-24","Once On This Island",5225
"1991-03-31","Once On This Island",5087
"1991-04-07","Once On This Island",5361
"1991-04-14","Once On This Island",4572
"1991-04-21","Once On This Island",5219
"1991-04-28","Once On This Island",4364
"1991-05-05","Once On This Island",2963
"1991-05-12","Once On This Island",5157
"1991-05-19","Once On This Island",4713
"1991-05-26","Once On This Island",5564
"1991-06-02","Once On This Island",4751
"1991-06-09","Once On This Island",5238
"1991-06-16","Once On This Island",5130
"1991-06-23","Once On This Island",5439
"1991-06-30","Once On This Island",4983
"1991-07-07","Once On This Island",5320
"1991-07-14","Once On This Island",5204
"1991-07-21","Once On This Island",5302
"1991-07-28","Once On This Island",5504
"1991-08-04","Once On This Island",5355
"1991-08-11","Once On This Island",5924
"1991-08-18","Once On This Island",5695
"1991-08-25","Once On This Island",5363
"1991-09-01","Once On This Island",5517
"1991-09-08","Once On This Island",3198
"1991-09-15","Once On This Island",3884
"1991-09-22","Once On This Island",3952
"1991-09-29","Once On This Island",4032
"1991-10-06","Once On This Island",3890
"1991-10-13","Once On This Island",4693
"1991-10-20","Once On This Island",4362
"1991-10-27","Once On This Island",4271
"1991-11-03","Once On This Island",3778
"1991-11-10","Once On This Island",4201
"1991-11-17","Once On This Island",4033
"1991-11-24","Once On This Island",3412
"1991-12-01","Once On This Island",4515
"2017-11-12","Once On This Island",4206
"2017-11-19","Once On This Island",5450
"2017-11-26","Once On This Island",5146
"2017-12-03","Once On This Island",5586
"2017-12-10","Once On This Island",5608
"2017-12-17","Once On This Island",5450
"2017-12-24","Once On This Island",4985
"2017-12-31","Once On This Island",6055
"2018-01-07","Once On This Island",5132
"2018-01-14","Once On This Island",5495
"2018-01-21","Once On This Island",5542
"2018-01-28","Once On This Island",5642
"2018-02-04","Once On This Island",5401
"2018-02-11","Once On This Island",5315
"2018-02-18","Once On This Island",4787
"2018-02-25","Once On This Island",5025
"2018-03-04","Once On This Island",4807
"2018-03-11","Once On This Island",5335
"2018-03-18","Once On This Island",5376
"2018-03-25","Once On This Island",5264
"2018-04-01","Once On This Island",5160
"2018-04-08","Once On This Island",5299
"2018-04-15","Once On This Island",5176
"2018-04-22","Once On This Island",5151
"2018-04-29","Once On This Island",4984
"2018-05-06","Once On This Island",4904
"2018-05-13","Once On This Island",5225
"2018-05-20","Once On This Island",5623
"2018-05-27","Once On This Island",5205
"2018-06-03","Once On This Island",5056
"2018-06-10","Once On This Island",5468
"2018-06-17","Once On This Island",5574
"2018-06-24","Once On This Island",5745
"2018-07-01","Once On This Island",5438
"2018-07-08","Once On This Island",5081
"2018-07-15","Once On This Island",5402
"2018-07-22","Once On This Island",5348
"2018-07-29","Once On This Island",5163
"2018-08-05","Once On This Island",4913
"2018-08-12","Once On This Island",4953
"2018-08-19","Once On This Island",4457
"2018-08-26","Once On This Island",4339
"2018-09-02","Once On This Island",4406
"2018-09-09","Once On This Island",4540
"2018-09-16","Once On This Island",4674
"2018-09-23","Once On This Island",4384
"2018-09-30","Once On This Island",4460
"2018-10-07","Once On This Island",4783
"2018-10-14","Once On This Island",4757
"2018-10-21","Once On This Island",4966
"2018-10-28","Once On This Island",4616
"2018-11-04","Once On This Island",5010
"2018-11-11","Once On This Island",5030
"2018-11-18","Once On This Island",4461
"2018-11-25","Once On This Island",4482
"2018-12-02","Once On This Island",4212
"2018-12-09","Once On This Island",4958
"2018-12-16","Once On This Island",5050
"2018-12-23","Once On This Island",5519
"2018-12-30","Once On This Island",5742
"2019-01-06","Once On This Island",5778
"1996-11-24","Once Upon a Mattress",5377
"1996-12-01","Once Upon a Mattress",5889
"1996-12-08","Once Upon a Mattress",5389
"1996-12-15","Once Upon a Mattress",5529
"1996-12-22","Once Upon a Mattress",5343
"1996-12-29","Once Upon a Mattress",8386
"1997-01-05","Once Upon a Mattress",8655
"1997-01-12","Once Upon a Mattress",6093
"1997-01-19","Once Upon a Mattress",5843
"1997-01-26","Once Upon a Mattress",5640
"1997-02-02","Once Upon a Mattress",7489
"1997-02-09","Once Upon a Mattress",5441
"1997-02-16","Once Upon a Mattress",6480
"1997-02-23","Once Upon a Mattress",7610
"1997-03-02","Once Upon a Mattress",5223
"1997-03-09","Once Upon a Mattress",5909
"1997-03-16","Once Upon a Mattress",6496
"1997-03-23","Once Upon a Mattress",7288
"1997-03-30","Once Upon a Mattress",7849
"1997-04-06","Once Upon a Mattress",7200
"1997-04-13","Once Upon a Mattress",5749
"1997-04-20","Once Upon a Mattress",6136
"1997-04-27","Once Upon a Mattress",7178
"1997-05-04","Once Upon a Mattress",5057
"1997-05-11","Once Upon a Mattress",4361
"1997-05-18","Once Upon a Mattress",5188
"1997-05-25","Once Upon a Mattress",6723
"1997-06-01","Once Upon a Mattress",5393
"2001-03-18","One Flew Over the Cuckoo's Nest",2583
"2001-03-25","One Flew Over the Cuckoo's Nest",6245
"2001-04-01","One Flew Over the Cuckoo's Nest",6641
"2001-04-08","One Flew Over the Cuckoo's Nest",3945
"2001-04-15","One Flew Over the Cuckoo's Nest",6494
"2001-04-22","One Flew Over the Cuckoo's Nest",7994
"2001-04-29","One Flew Over the Cuckoo's Nest",6795
"2001-05-06","One Flew Over the Cuckoo's Nest",5948
"2001-05-13","One Flew Over the Cuckoo's Nest",5928
"2001-05-20","One Flew Over the Cuckoo's Nest",5793
"2001-05-27","One Flew Over the Cuckoo's Nest",5611
"2001-06-03","One Flew Over the Cuckoo's Nest",5550
"2001-06-10","One Flew Over the Cuckoo's Nest",6353
"2001-06-17","One Flew Over the Cuckoo's Nest",6987
"2001-06-24","One Flew Over the Cuckoo's Nest",5107
"2001-07-01","One Flew Over the Cuckoo's Nest",6711
"2001-07-08","One Flew Over the Cuckoo's Nest",5734
"2001-07-15","One Flew Over the Cuckoo's Nest",7395
"2001-07-22","One Flew Over the Cuckoo's Nest",7573
"2001-07-29","One Flew Over the Cuckoo's Nest",6954
"2012-04-08","One Man, Two Guvnors",3656
"2012-04-15","One Man, Two Guvnors",7706
"2012-04-22","One Man, Two Guvnors",6755
"2012-04-29","One Man, Two Guvnors",6301
"2012-05-06","One Man, Two Guvnors",5891
"2012-05-13","One Man, Two Guvnors",6337
"2012-05-20","One Man, Two Guvnors",6868
"2012-05-27","One Man, Two Guvnors",6066
"2012-06-03","One Man, Two Guvnors",5296
"2012-06-10","One Man, Two Guvnors",6165
"2012-06-17","One Man, Two Guvnors",6466
"2012-06-24","One Man, Two Guvnors",6532
"2012-07-01","One Man, Two Guvnors",6371
"2012-07-08","One Man, Two Guvnors",6257
"2012-07-15","One Man, Two Guvnors",6216
"2012-07-22","One Man, Two Guvnors",6344
"2012-07-29","One Man, Two Guvnors",6223
"2012-08-05","One Man, Two Guvnors",6285
"2012-08-12","One Man, Two Guvnors",6774
"2012-08-19","One Man, Two Guvnors",6761
"2012-08-26","One Man, Two Guvnors",7482
"2012-09-02","One Man, Two Guvnors",7630
"2002-02-24","One Mo' Time",1708
"2002-03-03","One Mo' Time",2059
"2002-03-10","One Mo' Time",2792
"2002-03-17","One Mo' Time",2851
"2002-03-24","One Mo' Time",3670
"2013-03-31","Orphans",8065
"2013-04-07","Orphans",7539
"2013-04-14","Orphans",7273
"2013-04-21","Orphans",7352
"2013-04-28","Orphans",6035
"2013-05-05","Orphans",5960
"2013-05-12","Orphans",6518
"2013-05-19","Orphans",7243
"1989-09-17","Orpheus Descending",7459
"1989-09-24","Orpheus Descending",9072
"1989-10-01","Orpheus Descending",10440
"1989-10-08","Orpheus Descending",9119
"1989-10-15","Orpheus Descending",9341
"1989-10-22","Orpheus Descending",9169
"1989-10-29","Orpheus Descending",9009
"1989-11-05","Orpheus Descending",7668
"1989-11-12","Orpheus Descending",8005
"1989-11-19","Orpheus Descending",7580
"1989-11-26","Orpheus Descending",6568
"1989-12-03","Orpheus Descending",6999
"1989-12-10","Orpheus Descending",7307
"1989-12-17","Orpheus Descending",7889
"2017-03-26","Oslo",3530
"2017-04-02","Oslo",7310
"2017-04-09","Oslo",7601
"2017-04-16","Oslo",7330
"2017-04-23","Oslo",7104
"2017-04-30","Oslo",7140
"2017-05-07","Oslo",7369
"2017-05-14","Oslo",7426
"2017-05-21","Oslo",7340
"2017-05-28","Oslo",7524
"2017-06-04","Oslo",6755
"2017-06-11","Oslo",7366
"2017-06-18","Oslo",8104
"2017-06-25","Oslo",7734
"2017-07-02","Oslo",7941
"2017-07-09","Oslo",7727
"2017-07-16","Oslo",8208
"2011-10-16","Other Desert Cities",4464
"2011-10-23","Other Desert Cities",5974
"2011-10-30","Other Desert Cities",6019
"2011-11-06","Other Desert Cities",6063
"2011-11-13","Other Desert Cities",6143
"2011-11-20","Other Desert Cities",5706
"2011-11-27","Other Desert Cities",4934
"2011-12-04","Other Desert Cities",5603
"2011-12-11","Other Desert Cities",5776
"2011-12-18","Other Desert Cities",5342
"2011-12-25","Other Desert Cities",4693
"2012-01-01","Other Desert Cities",5491
"2012-01-08","Other Desert Cities",5348
"2012-01-15","Other Desert Cities",5450
"2012-01-22","Other Desert Cities",4917
"2012-01-29","Other Desert Cities",5157
"2012-02-05","Other Desert Cities",5139
"2012-02-12","Other Desert Cities",4901
"2012-02-19","Other Desert Cities",5173
"2012-02-26","Other Desert Cities",5070
"2012-03-04","Other Desert Cities",4575
"2012-03-11","Other Desert Cities",4508
"2012-03-18","Other Desert Cities",4173
"2012-03-25","Other Desert Cities",3743
"2012-04-01","Other Desert Cities",3399
"2012-04-08","Other Desert Cities",3344
"2012-04-15","Other Desert Cities",3464
"2012-04-22","Other Desert Cities",3694
"2012-04-29","Other Desert Cities",4092
"2012-05-06","Other Desert Cities",3670
"2012-05-13","Other Desert Cities",3863
"2012-05-20","Other Desert Cities",3984
"2012-05-27","Other Desert Cities",3970
"2012-06-03","Other Desert Cities",3727
"2012-06-10","Other Desert Cities",4411
"2012-06-17","Other Desert Cities",5324
"1991-04-21","Our Country's Good",3244
"1991-04-28","Our Country's Good",8040
"1991-05-05","Our Country's Good",6002
"1991-05-12","Our Country's Good",5306
"1991-05-19","Our Country's Good",5768
"1991-05-26","Our Country's Good",6027
"1991-06-02","Our Country's Good",4641
"1991-06-09","Our Country's Good",5937
"2016-01-03","Our Mother's Brief Affair",2591
"2016-01-10","Our Mother's Brief Affair",3178
"2016-01-17","Our Mother's Brief Affair",4692
"2016-01-24","Our Mother's Brief Affair",3125
"2016-01-31","Our Mother's Brief Affair",3899
"2016-02-07","Our Mother's Brief Affair",3503
"2016-02-14","Our Mother's Brief Affair",3450
"2016-02-21","Our Mother's Brief Affair",3522
"2016-02-28","Our Mother's Brief Affair",3555
"2016-03-06","Our Mother's Brief Affair",3993
"1988-11-13","Our Town",4278
"1988-11-20","Our Town",5467
"1988-11-27","Our Town",3624
"1988-12-04","Our Town",4434
"1988-12-11","Our Town",5465
"1988-12-18","Our Town",6460
"1988-12-25","Our Town",4371
"1989-01-01","Our Town",5741
"1989-01-08","Our Town",6367
"1989-01-15","Our Town",6760
"1989-01-22","Our Town",4275
"1989-01-29","Our Town",4629
"1989-02-05","Our Town",3743
"1989-02-12","Our Town",4101
"1989-02-19","Our Town",4576
"1989-02-26","Our Town",3344
"1989-03-05","Our Town",2244
"1989-03-12","Our Town",2810
"1989-03-19","Our Town",2703
"1989-03-26","Our Town",2747
"1989-04-02","Our Town",3418
"2002-11-24","Our Town",2964
"2002-12-01","Our Town",5795
"2002-12-08","Our Town",5442
"2002-12-15","Our Town",5939
"2002-12-22","Our Town",6091
"2002-12-29","Our Town",5421
"2003-01-05","Our Town",5455
"2003-01-12","Our Town",6159
"2003-01-19","Our Town",6184
"2003-01-26","Our Town",6121
"2014-01-05","Outside Mullingar",2078
"2014-01-12","Outside Mullingar",3974
"2014-01-19","Outside Mullingar",4982
"2014-01-26","Outside Mullingar",4825
"2014-02-02","Outside Mullingar",4648
"2014-02-09","Outside Mullingar",4842
"2014-02-16","Outside Mullingar",4916
"2014-02-23","Outside Mullingar",4995
"2014-03-02","Outside Mullingar",4840
"2014-03-09","Outside Mullingar",5048
"2014-03-16","Outside Mullingar",5079
"2004-11-14","Pacific Overtures",3966
"2004-11-21","Pacific Overtures",6272
"2004-11-28","Pacific Overtures",6245
"2004-12-05","Pacific Overtures",5345
"2004-12-12","Pacific Overtures",5536
"2004-12-19","Pacific Overtures",6645
"2004-12-26","Pacific Overtures",5109
"2005-01-02","Pacific Overtures",6761
"2005-01-09","Pacific Overtures",6326
"2005-01-16","Pacific Overtures",6479
"2005-01-23","Pacific Overtures",5749
"2005-01-30","Pacific Overtures",6987
"2008-11-16","Pal Joey",3614
"2008-11-23","Pal Joey",5349
"2008-11-30","Pal Joey",7172
"2008-12-07","Pal Joey",7442
"2008-12-14","Pal Joey",6252
"2008-12-21","Pal Joey",6147
"2008-12-28","Pal Joey",6929
"2009-01-04","Pal Joey",7331
"2009-01-11","Pal Joey",7085
"2009-01-18","Pal Joey",7327
"2009-01-25","Pal Joey",6855
"2009-02-01","Pal Joey",6442
"2009-02-08","Pal Joey",6765
"2009-02-15","Pal Joey",7208
"2009-02-22","Pal Joey",5869
"2009-03-01","Pal Joey",6034
"1998-11-15","Parade",5277
"1998-11-22","Parade",7413
"1998-11-29","Parade",7385
"1998-12-06","Parade",8319
"1998-12-13","Parade",8025
"1998-12-20","Parade",6753
"1998-12-27","Parade",5482
"1999-01-03","Parade",6428
"1999-01-10","Parade",7008
"1999-01-17","Parade",7474
"1999-01-24","Parade",5967
"1999-01-31","Parade",5394
"1999-02-07","Parade",5456
"1999-02-14","Parade",6495
"1999-02-21","Parade",5387
"1999-02-28","Parade",6489
"1991-11-03","Park Your Car in Harvard Yard",3120
"1991-11-10","Park Your Car in Harvard Yard",5678
"1991-11-17","Park Your Car in Harvard Yard",6232
"1991-11-24","Park Your Car in Harvard Yard",5784
"1991-12-01","Park Your Car in Harvard Yard",5102
"1991-12-08","Park Your Car in Harvard Yard",5881
"1991-12-15","Park Your Car in Harvard Yard",5790
"1991-12-22","Park Your Car in Harvard Yard",4444
"1991-12-29","Park Your Car in Harvard Yard",5924
"1992-01-05","Park Your Car in Harvard Yard",4538
"1992-01-12","Park Your Car in Harvard Yard",5555
"1992-01-19","Park Your Car in Harvard Yard",5385
"1992-01-26","Park Your Car in Harvard Yard",4840
"1992-02-02","Park Your Car in Harvard Yard",4384
"1992-02-09","Park Your Car in Harvard Yard",5486
"1992-02-16","Park Your Car in Harvard Yard",5787
"1992-02-23","Park Your Car in Harvard Yard",5703
"2008-02-10","Passing Strange",1189
"2008-02-17","Passing Strange",2271
"2008-02-24","Passing Strange",1897
"2008-03-02","Passing Strange",2199
"2008-03-09","Passing Strange",3985
"2008-03-16","Passing Strange",4434
"2008-03-23","Passing Strange",6287
"2008-03-30","Passing Strange",6446
"2008-04-06","Passing Strange",4319
"2008-04-13","Passing Strange",3903
"2008-04-20","Passing Strange",3362
"2008-04-27","Passing Strange",4903
"2008-05-04","Passing Strange",3579
"2008-05-11","Passing Strange",3629
"2008-05-18","Passing Strange",4719
"2008-05-25","Passing Strange",5352
"2008-06-01","Passing Strange",4022
"2008-06-08","Passing Strange",4058
"2008-06-15","Passing Strange",4997
"2008-06-22","Passing Strange",4804
"2008-06-29","Passing Strange",4107
"2008-07-06","Passing Strange",3022
"2008-07-13","Passing Strange",3056
"2008-07-20","Passing Strange",6830
"1994-03-27","Passion",3385
"1994-04-03","Passion",7109
"1994-04-10","Passion",7551
"1994-04-17","Passion",6836
"1994-04-24","Passion",7082
"1994-05-01","Passion",5756
"1994-05-08","Passion",6692
"1994-05-15","Passion",5549
"1994-05-22","Passion",6586
"1994-05-29","Passion",6001
"1994-06-05","Passion",4599
"1994-06-12","Passion",4942
"1994-06-19","Passion",5283
"1994-06-26","Passion",7348
"1994-07-03","Passion",6552
"1994-07-10","Passion",4449
"1994-07-17","Passion",5675
"1994-07-24","Passion",5956
"1994-07-31","Passion",5879
"1994-08-07","Passion",5892
"1994-08-14","Passion",6309
"1994-08-21","Passion",6116
"1994-08-28","Passion",5473
"1994-09-04","Passion",5542
"1994-09-11","Passion",4918
"1994-09-18","Passion",4542
"1994-09-25","Passion",5630
"1994-10-02","Passion",5184
"1994-10-09","Passion",5933
"1994-10-16","Passion",6005
"1994-10-23","Passion",5719
"1994-10-30","Passion",5016
"1994-11-06","Passion",5147
"1994-11-13","Passion",5395
"1994-11-20","Passion",4834
"1994-11-27","Passion",5467
"1994-12-04","Passion",4986
"1994-12-11","Passion",5366
"1994-12-18","Passion",4930
"1994-12-25","Passion",2965
"1995-01-01","Passion",7558
"1995-01-08","Passion",6742
"1998-01-18","Patti LaBelle on Broadway",9203
"1998-01-25","Patti LaBelle on Broadway",8632
"1995-10-08","Patti LuPone on Broadway",1872
"1995-10-15","Patti LuPone on Broadway",4471
"1995-10-22","Patti LuPone on Broadway",5414
"1995-10-29","Patti LuPone on Broadway",5772
"1995-11-05","Patti LuPone on Broadway",5430
"1995-11-12","Patti LuPone on Broadway",5256
"1995-11-19","Patti LuPone on Broadway",4860
"1995-11-26","Patti LuPone on Broadway",6558
"1988-09-25","Paul Robeson",1538
"1988-10-02","Paul Robeson",1701
"1988-10-09","Paul Robeson",1353
"1995-12-24","Paul Robeson",3628
"1995-12-31","Paul Robeson",6107
"1987-11-29","Penn & Teller",4636
"1987-12-06","Penn & Teller",4651
"1987-12-13","Penn & Teller",5581
"1987-12-20","Penn & Teller",6222
"1987-12-27","Penn & Teller",7483
"1988-01-03","Penn & Teller",9345
"1988-01-10","Penn & Teller",5248
"1988-01-17","Penn & Teller",5628
"1988-01-24","Penn & Teller",5174
"1988-01-31","Penn & Teller",5030
"1988-02-14","Penn & Teller",6025
"1988-02-21","Penn & Teller",6171
"1988-02-28","Penn & Teller",5253
"1988-03-06","Penn & Teller",5079
"1988-03-13","Penn & Teller",5999
"1988-03-20","Penn & Teller",7061
"2015-07-12","Penn & Teller On Broadway",10276
"2015-07-19","Penn & Teller On Broadway",10497
"2015-07-26","Penn & Teller On Broadway",10824
"2015-08-02","Penn & Teller On Broadway",11426
"2015-08-09","Penn & Teller On Broadway",12145
"2015-08-16","Penn & Teller On Broadway",9399
"1991-03-31","Penn & Teller: The Refrigerator Tour",4700
"1991-04-07","Penn & Teller: The Refrigerator Tour",5674
"1991-04-14","Penn & Teller: The Refrigerator Tour",5949
"1991-04-21","Penn & Teller: The Refrigerator Tour",6002
"1991-04-28","Penn & Teller: The Refrigerator Tour",5191
"1991-05-05","Penn & Teller: The Refrigerator Tour",4957
"1991-05-12","Penn & Teller: The Refrigerator Tour",4309
"1991-05-19","Penn & Teller: The Refrigerator Tour",4649
"1991-05-26","Penn & Teller: The Refrigerator Tour",4593
"1991-06-02","Penn & Teller: The Refrigerator Tour",2399
"1991-06-09","Penn & Teller: The Refrigerator Tour",2984
"1991-06-16","Penn & Teller: The Refrigerator Tour",3075
"1991-06-23","Penn & Teller: The Refrigerator Tour",4315
"1991-06-30","Penn & Teller: The Refrigerator Tour",5047
"2012-04-01","Peter and the Starcatcher",3624
"2012-04-08","Peter and the Starcatcher",6282
"2012-04-15","Peter and the Starcatcher",7603
"2012-04-22","Peter and the Starcatcher",5716
"2012-04-29","Peter and the Starcatcher",5299
"2012-05-06","Peter and the Starcatcher",4977
"2012-05-13","Peter and the Starcatcher",6013
"2012-05-20","Peter and the Starcatcher",6291
"2012-05-27","Peter and the Starcatcher",6651
"2012-06-03","Peter and the Starcatcher",5601
"2012-06-10","Peter and the Starcatcher",6735
"2012-06-17","Peter and the Starcatcher",6701
"2012-06-24","Peter and the Starcatcher",7779
"2012-07-01","Peter and the Starcatcher",8047
"2012-07-08","Peter and the Starcatcher",6786
"2012-07-15","Peter and the Starcatcher",6362
"2012-07-22","Peter and the Starcatcher",5883
"2012-07-29","Peter and the Starcatcher",5775
"2012-08-05","Peter and the Starcatcher",6030
"2012-08-12","Peter and the Starcatcher",6230
"2012-08-19","Peter and the Starcatcher",5678
"2012-08-26","Peter and the Starcatcher",5151
"2012-09-02","Peter and the Starcatcher",5466
"2012-09-09","Peter and the Starcatcher",5919
"2012-09-16","Peter and the Starcatcher",6443
"2012-09-23","Peter and the Starcatcher",5203
"2012-09-30","Peter and the Starcatcher",5700
"2012-10-07","Peter and the Starcatcher",5904
"2012-10-14","Peter and the Starcatcher",5669
"2012-10-21","Peter and the Starcatcher",6177
"2012-10-28","Peter and the Starcatcher",5716
"2012-11-04","Peter and the Starcatcher",3599
"2012-11-11","Peter and the Starcatcher",4404
"2012-11-18","Peter and the Starcatcher",5367
"2012-11-25","Peter and the Starcatcher",5841
"2012-12-02","Peter and the Starcatcher",5176
"2012-12-09","Peter and the Starcatcher",5773
"2012-12-16","Peter and the Starcatcher",5243
"2012-12-23","Peter and the Starcatcher",5493
"2012-12-30","Peter and the Starcatcher",7793
"2013-01-06","Peter and the Starcatcher",6571
"2013-01-13","Peter and the Starcatcher",6216
"2013-01-20","Peter and the Starcatcher",6313
"1990-12-16","Peter Pan",8414
"1990-12-23","Peter Pan",8144
"1990-12-30","Peter Pan",4953
"1991-01-06","Peter Pan",9800
"1991-01-13","Peter Pan",9397
"1991-01-20","Peter Pan",11798
"1991-12-01","Peter Pan",8806
"1991-12-08","Peter Pan",8431
"1991-12-15","Peter Pan",8161
"1991-12-22","Peter Pan",8770
"1991-12-29","Peter Pan",11781
"1992-01-05","Peter Pan",10508
"1998-11-22","Peter Pan",6106
"1998-11-29","Peter Pan",11892
"1998-12-06","Peter Pan",10707
"1998-12-13","Peter Pan",10744
"1998-12-20","Peter Pan",11010
"1998-12-27","Peter Pan",11975
"1999-01-03","Peter Pan",12814
"1999-04-11","Peter Pan",12248
"1999-04-18","Peter Pan",10326
"1999-04-25","Peter Pan",10811
"1999-05-02","Peter Pan",10690
"1999-05-09","Peter Pan",10496
"1999-05-16","Peter Pan",10431
"1999-05-23","Peter Pan",10845
"1999-05-30","Peter Pan",11930
"1999-06-06","Peter Pan",6428
"1999-06-13","Peter Pan",9836
"1999-06-20","Peter Pan",11094
"1999-06-27","Peter Pan",11817
"1999-07-04","Peter Pan",12139
"1999-07-11","Peter Pan",11664
"1999-07-18","Peter Pan",11192
"1999-07-25","Peter Pan",11694
"1999-08-01","Peter Pan",11603
"1999-08-08","Peter Pan",12923
"1999-08-15","Peter Pan",11893
"1999-08-22","Peter Pan",12325
"1999-08-29","Peter Pan",12644
"1994-08-21","Philadelphia, Here I Come!",2766
"1994-08-28","Philadelphia, Here I Come!",3760
"1994-09-04","Philadelphia, Here I Come!",3818
"1994-09-11","Philadelphia, Here I Come!",3475
"1994-09-18","Philadelphia, Here I Come!",3834
"1994-09-25","Philadelphia, Here I Come!",3992
"1994-10-02","Philadelphia, Here I Come!",3992
"1994-10-09","Philadelphia, Here I Come!",3925
"1994-10-16","Philadelphia, Here I Come!",3992
"1994-10-23","Philadelphia, Here I Come!",3569
"1994-04-03","Picnic",3200
"1994-04-10","Picnic",3645
"1994-04-17","Picnic",3867
"1994-04-24","Picnic",3690
"1994-05-01","Picnic",3822
"1994-05-08","Picnic",3720
"1994-05-15","Picnic",3897
"1994-05-22","Picnic",3992
"1994-05-29","Picnic",3895
"2012-12-16","Picnic",2686
"2012-12-23","Picnic",3949
"2012-12-30","Picnic",3687
"2013-01-06","Picnic",3951
"2013-01-13","Picnic",5525
"2013-01-20","Picnic",4513
"2013-01-27","Picnic",4230
"2013-02-03","Picnic",4327
"2013-02-10","Picnic",4199
"2013-02-17","Picnic",5062
"2013-02-24","Picnic",5400
"2013-03-24","Pippin",1974
"2013-03-31","Pippin",7768
"2013-04-07","Pippin",7486
"2013-04-14","Pippin",7318
"2013-04-21","Pippin",8000
"2013-04-28","Pippin",7957
"2013-05-05","Pippin",7831
"2013-05-12","Pippin",7997
"2013-05-19","Pippin",7985
"2013-05-26","Pippin",7953
"2013-06-02","Pippin",7590
"2013-06-09","Pippin",7914
"2013-06-16","Pippin",8033
"2013-06-23","Pippin",8039
"2013-06-30","Pippin",8000
"2013-07-07","Pippin",8011
"2013-07-14","Pippin",8017
"2013-07-21","Pippin",8026
"2013-07-28","Pippin",8022
"2013-08-04","Pippin",7963
"2013-08-11","Pippin",8023
"2013-08-18","Pippin",7921
"2013-08-25","Pippin",7839
"2013-09-01","Pippin",7806
"2013-09-08","Pippin",6869
"2013-09-15","Pippin",7601
"2013-09-22","Pippin",8008
"2013-09-29","Pippin",7764
"2013-10-06","Pippin",7582
"2013-10-13","Pippin",8007
"2013-10-20","Pippin",7930
"2013-10-27","Pippin",7698
"2013-11-03","Pippin",7284
"2013-11-10","Pippin",7270
"2013-11-17","Pippin",6997
"2013-11-24","Pippin",6798
"2013-12-01","Pippin",7974
"2013-12-08","Pippin",7290
"2013-12-15","Pippin",7179
"2013-12-22","Pippin",7150
"2013-12-29","Pippin",8025
"2014-01-05","Pippin",7766
"2014-01-12","Pippin",7397
"2014-01-19","Pippin",7010
"2014-01-26","Pippin",7067
"2014-02-02","Pippin",6780
"2014-02-09","Pippin",6398
"2014-02-16","Pippin",6277
"2014-02-23","Pippin",7080
"2014-03-02","Pippin",5981
"2014-03-09","Pippin",6086
"2014-03-16","Pippin",7087
"2014-03-23","Pippin",7342
"2014-03-30","Pippin",7384
"2014-04-06","Pippin",6429
"2014-04-13","Pippin",6307
"2014-04-20","Pippin",7843
"2014-04-27","Pippin",7063
"2014-05-04","Pippin",5698
"2014-05-11","Pippin",6784
"2014-05-18","Pippin",6684
"2014-05-25","Pippin",7441
"2014-06-01","Pippin",5542
"2014-06-08","Pippin",6028
"2014-06-15","Pippin",6487
"2014-06-22","Pippin",7058
"2014-06-29","Pippin",7106
"2014-07-06","Pippin",6569
"2014-07-13","Pippin",5946
"2014-07-20","Pippin",7296
"2014-07-27","Pippin",7673
"2014-08-03","Pippin",7308
"2014-08-10","Pippin",6956
"2014-08-17","Pippin",7000
"2014-08-24","Pippin",7309
"2014-08-31","Pippin",7448
"2014-09-07","Pippin",6370
"2014-09-14","Pippin",7101
"2014-09-21","Pippin",5895
"2014-09-28","Pippin",5728
"2014-10-05","Pippin",5148
"2014-10-12","Pippin",6929
"2014-10-19","Pippin",6355
"2014-10-26","Pippin",5914
"2014-11-02","Pippin",5026
"2014-11-09","Pippin",5524
"2014-11-16","Pippin",5210
"2014-11-23","Pippin",4997
"2014-11-30","Pippin",6847
"2014-12-07","Pippin",5675
"2014-12-14","Pippin",5821
"2014-12-21","Pippin",6327
"2014-12-28","Pippin",6572
"2015-01-04","Pippin",7897
"1997-03-09","Play On!",7100
"1997-03-16","Play On!",6696
"1997-03-23","Play On!",6755
"1997-03-30","Play On!",6584
"1997-04-06","Play On!",5900
