"week_ending","show","seats_sold"
"2004-10-24","'night, Mother",2342
"2004-10-31","'night, Mother",3696
"2004-11-07","'night, Mother",3642
"2004-11-14","'night, Mother",4337
"2004-11-21","'night, Mother",3551
"2004-11-28","'night, Mother",2732
"2004-12-05","'night, Mother",3312
"2004-12-12","'night, Mother",3274
"2004-12-19","'night, Mother",3104
"2004-12-26","'night, Mother",1747
"2005-01-02","'night, Mother",3565
"2005-01-09","'night, Mother",3176
"2003-05-11","""Master Harold""...and the Boys",3808
"2003-05-18","""Master Harold""...and the Boys",5174
"2003-05-25","""Master Harold""...and the Boys",4453
"2003-06-01","""Master Harold""...and the Boys",4112
"2003-06-08","""Master Harold""...and the Boys",5609
"2003-06-15","""Master Harold""...and the Boys",6057
"2003-06-22","""Master Harold""...and the Boys",6744
"2003-06-29","""Master Harold""...and the Boys",6746
"2003-07-06","""Master Harold""...and the Boys",6061
"2003-07-13","""Master Harold""...and the Boys",7108
"2008-07-06","[title of show]",1490
"2008-07-13","[title of show]",3863
"2008-07-20","[title of show]",3543
"2008-07-27","[title of show]",3786
"2008-08-03","[title of show]",3986
"2008-08-10","[title of show]",3542
"2008-08-17","[title of show]",3616
"2008-08-24","[title of show]",3324
"2008-08-31","[title of show]",3650
"2008-09-07","[title of show]",2354
"2008-09-14","[title of show]",2224
"2008-09-21","[title of show]",2615
"2008-09-28","[title of show]",2748
"2008-10-05","[title of show]",3209
"2008-10-12","[title of show]",3944
"2007-04-15","110 in the Shade",3817
"2007-04-22","110 in the Shade",5272
"2007-04-29","110 in the Shade",6458
"2007-05-06","110 in the Shade",4135
"2007-05-13","110 in the Shade",5913
"2007-05-20","110 in the Shade",6768
"2007-05-27","110 in the Shade",6850
"2007-06-03","110 in the Shade",7016
"2007-06-10","110 in the Shade",7177
"2007-06-17","110 in the Shade",7231
"2007-06-24","110 in the Shade",6804
"2007-07-01","110 in the Shade",6972
"2007-07-08","110 in the Shade",6705
"2007-07-15","110 in the Shade",7400
"2007-07-22","110 in the Shade",6364
"2007-07-29","110 in the Shade",7148
"2008-09-21","13",4105
"2008-09-28","13",3524
"2008-10-05","13",2588
"2008-10-12","13",4594
"2008-10-19","13",4317
"2008-10-26","13",4074
"2008-11-02","13",3803
"2008-11-09","13",5016
"2008-11-16","13",3573
"2008-11-23","13",3823
"2008-11-30","13",4975
"2008-12-07","13",4359
"2008-12-14","13",4617
"2008-12-21","13",4281
"2008-12-28","13",6344
"2009-01-04","13",8914
"1997-07-20","1776",3438
"1997-07-27","1776",3986
"1997-08-03","1776",3992
"1997-08-10","1776",3928
"1997-08-17","1776",3483
"1997-08-24","1776",3958
"1997-08-31","1776",3992
"1997-09-07","1776",3955
"1997-09-14","1776",3992
"1997-09-21","1776",3921
"1997-09-28","1776",3860
"1997-10-05","1776",3798
"1997-10-12","1776",3943
"1997-10-19","1776",3901
"1997-10-26","1776",3885
"1997-11-02","1776",3903
"1997-11-09","1776",3897
"1997-11-16","1776",3952
"1997-12-07","1776",11346
"1997-12-14","1776",11824
"1997-12-21","1776",12713
"1997-12-28","1776",11394
"1998-01-04","1776",10988
"1998-01-11","1776",11154
"1998-01-18","1776",13428
"1998-01-25","1776",10319
"1998-02-01","1776",10784
"1998-02-08","1776",7983
"1998-02-15","1776",12037
"1998-02-22","1776",10217
"1998-03-01","1776",9433
"1998-03-08","1776",9221
"1998-03-15","1776",10149
"1998-03-22","1776",10438
"1998-03-29","1776",9972
"1998-04-05","1776",8720
"1998-04-12","1776",8240
"1998-04-19","1776",10742
"1998-04-26","1776",9422
"1998-05-03","1776",8887
"1998-05-10","1776",7575
"1998-05-17","1776",8651
"1998-05-24","1776",9298
"1998-05-31","1776",8189
"1998-06-07","1776",9183
"1998-06-14","1776",13592
"2017-05-21","1984",3378
"2017-05-28","1984",5079
"2017-06-04","1984",5230
"2017-06-11","1984",5554
"2017-06-18","1984",6018
"2017-06-25","1984",6737
"2017-07-02","1984",6617
"2017-07-09","1984",5863
"2017-07-16","1984",5831
"2017-07-23","1984",5908
"2017-07-30","1984",5778
"2017-08-06","1984",5282
"2017-08-13","1984",5332
"2017-08-20","1984",4690
"2017-08-27","1984",4491
"2017-09-03","1984",4671
"2017-09-10","1984",4438
"2017-09-17","1984",4920
"2017-09-24","1984",4417
"2017-10-01","1984",5012
"2017-10-08","1984",6986
"1992-11-15","3 from Brooklyn",1340
"1992-11-22","3 from Brooklyn",2007
"1992-11-29","3 from Brooklyn",2093
"1992-12-06","3 from Brooklyn",2089
"1992-12-13","3 from Brooklyn",1240
"1992-12-20","3 from Brooklyn",601
"1992-12-27","3 from Brooklyn",691
"2009-02-15","33 Variations",4154
"2009-02-22","33 Variations",4386
"2009-03-01","33 Variations",4740
"2009-03-08","33 Variations",4961
"2009-03-15","33 Variations",5119
"2009-03-22","33 Variations",5322
"2009-03-29","33 Variations",4990
"2009-04-05","33 Variations",4948
"2009-04-12","33 Variations",5261
"2009-04-19","33 Variations",4505
"2009-04-26","33 Variations",4526
"2009-05-03","33 Variations",4238
"2009-05-10","33 Variations",4356
"2009-05-17","33 Variations",5092
"2009-05-24","33 Variations",3414
"1985-06-09","42nd Street",9281
"1985-06-16","42nd Street",10231
"1985-06-23","42nd Street",9797
"1985-06-30","42nd Street",9957
"1985-07-07","42nd Street",8288
"1985-07-14","42nd Street",8606
"1985-07-21","42nd Street",9838
"1985-07-28","42nd Street",10260
"1985-08-04","42nd Street",9314
"1985-08-11","42nd Street",10048
"1985-08-18","42nd Street",10416
"1985-08-25","42nd Street",11754
"1985-09-01","42nd Street",11475
"1985-09-08","42nd Street",7251
"1985-09-15","42nd Street",7890
"1985-09-22","42nd Street",7949
"1985-09-29","42nd Street",7540
"1985-10-06","42nd Street",8294
"1985-10-13","42nd Street",10084
"1985-10-20","42nd Street",10307
"1985-10-27","42nd Street",9746
"1985-11-03","42nd Street",8100
"1985-11-10","42nd Street",10684
"1985-11-17","42nd Street",9059
"1985-11-24","42nd Street",7928
"1985-12-01","42nd Street",11063
"1985-12-08","42nd Street",9359
"1985-12-15","42nd Street",8573
"1985-12-22","42nd Street",5912
"1985-12-29","42nd Street",11388
"1986-01-05","42nd Street",10145
"1986-01-12","42nd Street",6445
"1986-01-19","42nd Street",6591
"1986-01-26","42nd Street",5200
"1986-02-02","42nd Street",5027
"1986-02-09","42nd Street",4480
"1986-02-16","42nd Street",7226
"1986-02-23","42nd Street",6589
"1986-03-02","42nd Street",5855
"1986-03-09","42nd Street",6576
"1986-03-16","42nd Street",7783
"1986-03-23","42nd Street",7608
"1986-03-30","42nd Street",9608
"1986-04-06","42nd Street",8814
"1986-04-13","42nd Street",7094
"1986-04-20","42nd Street",7837
"1986-04-27","42nd Street",8569
"1986-05-04","42nd Street",8419
"1986-05-11","42nd Street",7920
"1986-05-18","42nd Street",8107
"1986-05-25","42nd Street",9338
"1986-06-01","42nd Street",7389
"1986-06-08","42nd Street",8608
"1986-06-15","42nd Street",8580
"1986-06-22","42nd Street",8565
"1986-06-29","42nd Street",8278
"1986-07-06","42nd Street",7619
"1986-07-13","42nd Street",9200
"1986-07-20","42nd Street",10542
"1986-07-27","42nd Street",10150
"1986-08-03","42nd Street",9436
"1986-08-10","42nd Street",9995
"1986-08-17","42nd Street",10654
"1986-08-24","42nd Street",10712
"1986-08-31","42nd Street",10608
"1986-09-07","42nd Street",6214
"1986-09-14","42nd Street",8010
"1986-09-21","42nd Street",8495
"1986-09-28","42nd Street",8230
"1986-10-05","42nd Street",7259
"1986-10-12","42nd Street",9634
"1986-10-19","42nd Street",8855
"1986-10-26","42nd Street",8745
"1986-11-02","42nd Street",6866
"1986-11-09","42nd Street",8435
"1986-11-16","42nd Street",7737
"1986-11-23","42nd Street",7181
"1986-11-30","42nd Street",9282
"1986-12-07","42nd Street",8380
"1986-12-14","42nd Street",7742
"1986-12-21","42nd Street",5375
"1986-12-28","42nd Street",9689
"1987-01-04","42nd Street",10444
"1987-01-11","42nd Street",6452
"1987-01-18","42nd Street",6708
"1987-01-25","42nd Street",4741
"1987-02-01","42nd Street",4281
"1987-02-08","42nd Street",4763
"1987-02-15","42nd Street",7284
"1987-02-22","42nd Street",6777
"1987-03-01","42nd Street",5692
"1987-03-08","42nd Street",6009
"1987-03-15","42nd Street",6962
"1987-03-22","42nd Street",7968
"1987-03-29","42nd Street",8261
"1987-04-05","42nd Street",7075
"1987-04-12","42nd Street",6917
"1987-04-19","42nd Street",9308
"1987-04-26","42nd Street",9029
"1987-05-03","42nd Street",8871
"1987-05-10","42nd Street",7730
"1987-05-17","42nd Street",8717
"1987-05-24","42nd Street",9297
"1987-05-31","42nd Street",7639
"1987-06-07","42nd Street",7680
"1987-06-14","42nd Street",8007
"1987-06-21","42nd Street",7469
"1987-06-28","42nd Street",8148
"1987-07-05","42nd Street",5613
"1987-07-12","42nd Street",6861
"1987-07-19","42nd Street",8138
"1987-07-26","42nd Street",7770
"1987-08-02","42nd Street",8484
"1987-08-09","42nd Street",9122
"1987-08-16","42nd Street",9609
"1987-08-23","42nd Street",8930
"1987-08-30","42nd Street",8871
"1987-09-06","42nd Street",7065
"1987-09-13","42nd Street",5500
"1987-09-20","42nd Street",7049
"1987-09-27","42nd Street",7271
"1987-10-04","42nd Street",7349
"1987-10-11","42nd Street",8679
"1987-10-18","42nd Street",7877
"1987-10-25","42nd Street",7386
"1987-11-01","42nd Street",4958
"1987-11-08","42nd Street",6068
"1987-11-15","42nd Street",6435
"1987-11-22","42nd Street",6165
"1987-11-29","42nd Street",8366
"1987-12-06","42nd Street",8720
"1987-12-13","42nd Street",7713
"1987-12-20","42nd Street",5728
"1987-12-27","42nd Street",8405
"1988-01-03","42nd Street",11053
"1988-01-10","42nd Street",5033
"1988-01-17","42nd Street",6002
"1988-01-24","42nd Street",5871
"1988-01-31","42nd Street",5155
"1988-02-07","42nd Street",4811
"1988-02-14","42nd Street",7214
"1988-02-21","42nd Street",6575
"1988-02-28","42nd Street",5846
"1988-03-06","42nd Street",6186
"1988-03-13","42nd Street",6384
"1988-03-20","42nd Street",6613
"1988-03-27","42nd Street",8942
"1988-04-03","42nd Street",9462
"1988-04-10","42nd Street",10303
"1988-04-17","42nd Street",7250
"1988-04-24","42nd Street",8552
"1988-05-01","42nd Street",7699
"1988-05-08","42nd Street",7972
"1988-05-15","42nd Street",8540
"1988-05-22","42nd Street",9103
"1988-05-29","42nd Street",8853
"1988-06-05","42nd Street",7429
"1988-06-12","42nd Street",9368
"1988-06-19","42nd Street",9644
"1988-06-26","42nd Street",8329
"1988-07-03","42nd Street",8424
"1988-07-10","42nd Street",7640
"1988-07-17","42nd Street",9023
"1988-07-24","42nd Street",9202
"1988-07-31","42nd Street",8788
"1988-08-07","42nd Street",9297
"1988-08-14","42nd Street",9566
"1988-08-21","42nd Street",9348
"1988-08-28","42nd Street",8329
"1988-09-04","42nd Street",7185
"1988-09-11","42nd Street",6425
"1988-09-18","42nd Street",7011
"1988-09-25","42nd Street",6637
"1988-10-02","42nd Street",6442
"1988-10-09","42nd Street",8606
"1988-10-16","42nd Street",8017
"1988-10-23","42nd Street",8434
"1988-10-30","42nd Street",7053
"1988-11-06","42nd Street",7085
"1988-11-13","42nd Street",7281
"1988-11-20","42nd Street",6321
"1988-11-27","42nd Street",8306
"1988-12-04","42nd Street",7247
"1988-12-11","42nd Street",7593
"1988-12-18","42nd Street",5272
"1988-12-25","42nd Street",3796
"1989-01-01","42nd Street",10728
"1989-01-08","42nd Street",5972
"2001-04-08","42nd Street",5240
"2001-04-15","42nd Street",11427
"2001-04-22","42nd Street",10916
"2001-04-29","42nd Street",11286
"2001-05-06","42nd Street",8120
"2001-05-13","42nd Street",12214
"2001-05-20","42nd Street",12175
"2001-05-27","42nd Street",12778
"2001-06-03","42nd Street",11321
"2001-06-10","42nd Street",13097
"2001-06-17","42nd Street",13343
"2001-06-24","42nd Street",12780
"2001-07-01","42nd Street",12928
"2001-07-08","42nd Street",12151
"2001-07-15","42nd Street",12677
"2001-07-22","42nd Street",12933
"2001-07-29","42nd Street",13028
"2001-08-05","42nd Street",13008
"2001-08-12","42nd Street",13016
"2001-08-19","42nd Street",12766
"2001-08-26","42nd Street",12081
"2001-09-02","42nd Street",12475
"2001-09-09","42nd Street",11065
"2001-09-16","42nd Street",5891
"2001-09-23","42nd Street",9837
"2001-09-30","42nd Street",12029
"2001-10-07","42nd Street",12818
"2001-10-14","42nd Street",12841
"2001-10-21","42nd Street",13162
"2001-10-28","42nd Street",13294
"2001-11-04","42nd Street",10698
"2001-11-11","42nd Street",12701
"2001-11-18","42nd Street",11972
"2001-11-25","42nd Street",14212
"2001-12-02","42nd Street",12984
"2001-12-09","42nd Street",13620
"2001-12-16","42nd Street",12204
"2001-12-23","42nd Street",11650
"2001-12-30","42nd Street",16253
"2002-01-06","42nd Street",12028
"2002-01-13","42nd Street",11022
"2002-01-20","42nd Street",11015
"2002-01-27","42nd Street",11147
"2002-02-03","42nd Street",10103
"2002-02-10","42nd Street",10178
"2002-02-17","42nd Street",11729
"2002-02-24","42nd Street",14054
"2002-03-03","42nd Street",11286
"2002-03-10","42nd Street",12041
"2002-03-17","42nd Street",13522
"2002-03-24","42nd Street",12747
"2002-03-31","42nd Street",13648
"2002-04-07","42nd Street",13864
"2002-04-14","42nd Street",11619
"2002-04-21","42nd Street",12703
"2002-04-28","42nd Street",12167
"2002-05-05","42nd Street",10966
"2002-05-12","42nd Street",11211
"2002-05-19","42nd Street",12015
"2002-05-26","42nd Street",12075
"2002-06-02","42nd Street",11842
"2002-06-09","42nd Street",12263
"2002-06-16","42nd Street",11944
"2002-06-23","42nd Street",12926
"2002-06-30","42nd Street",12658
"2002-07-07","42nd Street",11261
"2002-07-14","42nd Street",11966
"2002-07-21","42nd Street",12696
"2002-07-28","42nd Street",12181
"2002-08-04","42nd Street",12324
"2002-08-11","42nd Street",13096
"2002-08-18","42nd Street",11907
"2002-08-25","42nd Street",11599
"2002-09-01","42nd Street",11830
"2002-09-08","42nd Street",6682
"2002-09-15","42nd Street",7144
"2002-09-22","42nd Street",10510
"2002-09-29","42nd Street",10462
"2002-10-06","42nd Street",10580
"2002-10-13","42nd Street",11497
"2002-10-20","42nd Street",10859
"2002-10-27","42nd Street",11120
"2002-11-03","42nd Street",9893
"2002-11-10","42nd Street",10653
"2002-11-17","42nd Street",9580
"2002-11-24","42nd Street",8847
"2002-12-01","42nd Street",12190
"2002-12-08","42nd Street",11756
"2002-12-15","42nd Street",10507
"2002-12-22","42nd Street",9654
"2002-12-29","42nd Street",13342
"2003-01-05","42nd Street",12385
"2003-01-12","42nd Street",11316
"2003-01-19","42nd Street",11804
"2003-01-26","42nd Street",10370
"2003-02-02","42nd Street",10730
"2003-02-09","42nd Street",10304
"2003-02-16","42nd Street",12195
"2003-02-23","42nd Street",11071
"2003-03-02","42nd Street",11294
"2003-03-09","42nd Street",3245
"2003-03-16","42nd Street",11534
"2003-03-23","42nd Street",11434
"2003-03-30","42nd Street",11259
"2003-04-06","42nd Street",9377
"2003-04-13","42nd Street",10892
"2003-04-20","42nd Street",12273
"2003-04-27","42nd Street",13390
"2003-05-04","42nd Street",10602
"2003-05-11","42nd Street",10282
"2003-05-18","42nd Street",11589
"2003-05-25","42nd Street",12293
"2003-06-01","42nd Street",10869
"2003-06-08","42nd Street",11127
"2003-06-15","42nd Street",11479
"2003-06-22","42nd Street",13157
"2003-06-29","42nd Street",12965
"2003-07-06","42nd Street",12016
"2003-07-13","42nd Street",12648
"2003-07-20","42nd Street",13492
"2003-07-27","42nd Street",13959
"2003-08-03","42nd Street",13280
"2003-08-10","42nd Street",13812
"2003-08-17","42nd Street",10606
"2003-08-24","42nd Street",12518
"2003-08-31","42nd Street",11953
"2003-09-07","42nd Street",8007
"2003-09-14","42nd Street",10448
"2003-09-21","42nd Street",10346
"2003-09-28","42nd Street",11227
"2003-10-05","42nd Street",11687
"2003-10-12","42nd Street",12144
"2003-10-19","42nd Street",12857
"2003-10-26","42nd Street",11568
"2003-11-02","42nd Street",9835
"2003-11-09","42nd Street",10850
"2003-11-16","42nd Street",9693
"2003-11-23","42nd Street",9469
"2003-11-30","42nd Street",10304
"2003-12-07","42nd Street",10782
"2003-12-14","42nd Street",9917
"2003-12-21","42nd Street",8452
"2003-12-28","42nd Street",12619
"2004-01-04","42nd Street",13540
"2004-01-11","42nd Street",9070
"2004-01-18","42nd Street",8078
"2004-01-25","42nd Street",7542
"2004-02-01","42nd Street",6630
"2004-02-08","42nd Street",8140
"2004-02-15","42nd Street",9386
"2004-02-22","42nd Street",12066
"2004-02-29","42nd Street",8358
"2004-03-07","42nd Street",8895
"2004-03-14","42nd Street",11343
"2004-03-21","42nd Street",12494
"2004-03-28","42nd Street",13050
"2004-04-04","42nd Street",10820
"2004-04-11","42nd Street",13318
"2004-04-18","42nd Street",12996
"2004-04-25","42nd Street",11466
"2004-05-02","42nd Street",9661
"2004-05-09","42nd Street",9824
"2004-05-16","42nd Street",10013
"2004-05-23","42nd Street",10840
"2004-05-30","42nd Street",10234
"2004-06-06","42nd Street",11187
"2004-06-13","42nd Street",10856
"2004-06-20","42nd Street",11478
"2004-06-27","42nd Street",12693
"2004-07-04","42nd Street",10013
"2004-07-11","42nd Street",11648
"2004-07-18","42nd Street",12918
"2004-07-25","42nd Street",12409
"2004-08-01","42nd Street",12143
"2004-08-08","42nd Street",11690
"2004-08-15","42nd Street",11282
"2004-08-22","42nd Street",10151
"2004-08-29","42nd Street",8638
"2004-09-05","42nd Street",8221
"2004-09-12","42nd Street",7410
"2004-09-19","42nd Street",10549
"2004-09-26","42nd Street",11325
"2004-10-03","42nd Street",11296
"2004-10-10","42nd Street",12540
"2004-10-17","42nd Street",12578
"2004-10-24","42nd Street",13088
"2004-10-31","42nd Street",11967
"2004-11-07","42nd Street",10081
"2004-11-14","42nd Street",11477
"2004-11-21","42nd Street",10503
"2004-11-28","42nd Street",12946
"2004-12-05","42nd Street",10898
"2004-12-12","42nd Street",12339
"2004-12-19","42nd Street",10872
"2004-12-26","42nd Street",11806
"2005-01-02","42nd Street",14448
"2001-10-21","45 Seconds from Broadway",8242
"2001-10-28","45 Seconds from Broadway",8728
"2001-11-04","45 Seconds from Broadway",6650
"2001-11-11","45 Seconds from Broadway",9200
"2001-11-18","45 Seconds from Broadway",8115
"2001-11-25","45 Seconds from Broadway",6380
"2001-12-02","45 Seconds from Broadway",7952
"2001-12-09","45 Seconds from Broadway",7321
"2001-12-16","45 Seconds from Broadway",5841
"2001-12-23","45 Seconds from Broadway",3928
"2001-12-30","45 Seconds from Broadway",10745
"2002-01-06","45 Seconds from Broadway",4924
"2002-01-13","45 Seconds from Broadway",7940
"2004-11-14","700 Sundays",4682
"2004-11-21","700 Sundays",6736
"2004-11-28","700 Sundays",5759
"2004-12-05","700 Sundays",6874
"2004-12-12","700 Sundays",8034
"2004-12-19","700 Sundays",8386
"2004-12-26","700 Sundays",8378
"2005-01-02","700 Sundays",8401
"2005-01-09","700 Sundays",8393
"2005-01-16","700 Sundays",8414
"2005-01-23","700 Sundays",8303
"2005-01-30","700 Sundays",8319
"2005-02-06","700 Sundays",8289
"2005-02-13","700 Sundays",8246
"2005-02-20","700 Sundays",8436
"2005-02-27","700 Sundays",8369
"2005-03-06","700 Sundays",8443
"2005-03-13","700 Sundays",7217
"2005-03-27","700 Sundays",7214
"2005-04-03","700 Sundays",7222
"2005-04-10","700 Sundays",7215
"2005-04-17","700 Sundays",7199
"2005-05-01","700 Sundays",7212
"2005-05-08","700 Sundays",7206
"2005-05-15","700 Sundays",7190
"2005-05-22","700 Sundays",9604
"2005-05-29","700 Sundays",6013
"2005-06-05","700 Sundays",4743
"2005-06-12","700 Sundays",7107
"2013-11-10","700 Sundays",7686
"2013-11-17","700 Sundays",8214
"2013-11-24","700 Sundays",7701
"2013-12-01","700 Sundays",7164
"2013-12-08","700 Sundays",8031
"2013-12-15","700 Sundays",7649
"2013-12-22","700 Sundays",7549
"2013-12-29","700 Sundays",8770
"2014-01-05","700 Sundays",7060
"2009-04-12","9 to 5",9661
"2009-04-19","9 to 5",11272
"2009-04-26","9 to 5",10698
"2009-05-03","9 to 5",12448
"2009-05-10","9 to 5",11632
"2009-05-17","9 to 5",11934
"2009-05-24","9 to 5",11718
"2009-05-31","9 to 5",10487
"2009-06-07","9 to 5",9853
"2009-06-14","9 to 5",10685
"2009-06-21","9 to 5",9895
"2009-06-28","9 to 5",9929
"2009-07-05","9 to 5",9671
"2009-07-12","9 to 5",9537
"2009-07-19","9 to 5",8624
"2009-07-26","9 to 5",8987
"2009-08-02","9 to 5",8702
"2009-08-09","9 to 5",9399
"2009-08-16","9 to 5",8837
"2009-08-23","9 to 5",7937
"2009-08-30","9 to 5",7765
"2009-09-06","9 to 5",10763
"2010-02-21","A Behanding in Spokane",7340
"2010-02-28","A Behanding in Spokane",6876
"2010-03-07","A Behanding in Spokane",7725
"2010-03-14","A Behanding in Spokane",7423
"2010-03-21","A Behanding in Spokane",6974
"2010-03-28","A Behanding in Spokane",6216
"2010-04-04","A Behanding in Spokane",6828
"2010-04-11","A Behanding in Spokane",6464
"2010-04-18","A Behanding in Spokane",5325
"2010-04-25","A Behanding in Spokane",5551
"2010-05-02","A Behanding in Spokane",5545
"2010-05-09","A Behanding in Spokane",5670
"2010-05-16","A Behanding in Spokane",5820
"2010-05-23","A Behanding in Spokane",6236
"2010-05-30","A Behanding in Spokane",5936
"2010-06-06","A Behanding in Spokane",6242
"2007-10-07","A Bronx Tale",2623
"2007-10-14","A Bronx Tale",3858
"2007-10-21","A Bronx Tale",4273
"2007-10-28","A Bronx Tale",4467
"2007-11-04","A Bronx Tale",4738
"2007-11-11","A Bronx Tale",2310
"2007-11-18","A Bronx Tale",0
"2007-11-25","A Bronx Tale",0
"2007-12-02","A Bronx Tale",3065
"2007-12-09","A Bronx Tale",4192
"2007-12-16","A Bronx Tale",4426
"2007-12-23","A Bronx Tale",4369
"2007-12-30","A Bronx Tale",4357
"2008-01-06","A Bronx Tale",3506
"2008-01-13","A Bronx Tale",3830
"2008-01-20","A Bronx Tale",3784
"2008-01-27","A Bronx Tale",3880
"2008-02-03","A Bronx Tale",3452
"2008-02-10","A Bronx Tale",3769
"2008-02-17","A Bronx Tale",4782
"2008-02-24","A Bronx Tale",4752
"2016-11-06","A Bronx Tale The Musical",2991
"2016-11-13","A Bronx Tale The Musical",6770
"2016-11-20","A Bronx Tale The Musical",6755
"2016-11-27","A Bronx Tale The Musical",6641
"2016-12-04","A Bronx Tale The Musical",7898
"2016-12-11","A Bronx Tale The Musical",8055
"2016-12-18","A Bronx Tale The Musical",7957
"2016-12-25","A Bronx Tale The Musical",6081
"2017-01-01","A Bronx Tale The Musical",9048
"2017-01-08","A Bronx Tale The Musical",8050
"2017-01-15","A Bronx Tale The Musical",8084
"2017-01-22","A Bronx Tale The Musical",8069
"2017-01-29","A Bronx Tale The Musical",8049
"2017-02-05","A Bronx Tale The Musical",7666
"2017-02-12","A Bronx Tale The Musical",7645
"2017-02-19","A Bronx Tale The Musical",8189
"2017-02-26","A Bronx Tale The Musical",8130
"2017-03-05","A Bronx Tale The Musical",7627
"2017-03-12","A Bronx Tale The Musical",7861
"2017-03-19","A Bronx Tale The Musical",7512
"2017-03-26","A Bronx Tale The Musical",7920
"2017-04-02","A Bronx Tale The Musical",7887
"2017-04-09","A Bronx Tale The Musical",7415
"2017-04-16","A Bronx Tale The Musical",8035
"2017-04-23","A Bronx Tale The Musical",7854
"2017-04-30","A Bronx Tale The Musical",7852
"2017-05-07","A Bronx Tale The Musical",7121
"2017-05-14","A Bronx Tale The Musical",7644
"2017-05-21","A Bronx Tale The Musical",7776
"2017-05-28","A Bronx Tale The Musical",7644
"2017-06-04","A Bronx Tale The Musical",7187
"2017-06-11","A Bronx Tale The Musical",7607
"2017-06-18","A Bronx Tale The Musical",7491
"2017-06-25","A Bronx Tale The Musical",7742
"2017-07-02","A Bronx Tale The Musical",7527
"2017-07-09","A Bronx Tale The Musical",7001
"2017-07-16","A Bronx Tale The Musical",7585
"2017-07-23","A Bronx Tale The Musical",7617
"2017-07-30","A Bronx Tale The Musical",7953
"2017-08-06","A Bronx Tale The Musical",7653
"2017-08-13","A Bronx Tale The Musical",7568
"2017-08-20","A Bronx Tale The Musical",7243
"2017-08-27","A Bronx Tale The Musical",7594
"2017-09-03","A Bronx Tale The Musical",7511
"2017-09-10","A Bronx Tale The Musical",7047
"2017-09-17","A Bronx Tale The Musical",7743
"2017-09-24","A Bronx Tale The Musical",7589
"2017-10-01","A Bronx Tale The Musical",7494
"2017-10-08","A Bronx Tale The Musical",7900
"2017-10-15","A Bronx Tale The Musical",7949
"2017-10-22","A Bronx Tale The Musical",7816
"2017-10-29","A Bronx Tale The Musical",7854
"2017-11-05","A Bronx Tale The Musical",7237
"2017-11-12","A Bronx Tale The Musical",7941
"2017-11-19","A Bronx Tale The Musical",7622
"2017-11-26","A Bronx Tale The Musical",7806
"2017-12-03","A Bronx Tale The Musical",7252
"2017-12-10","A Bronx Tale The Musical",7943
"2017-12-17","A Bronx Tale The Musical",7489
"2017-12-24","A Bronx Tale The Musical",6430
"2017-12-31","A Bronx Tale The Musical",9038
"2018-01-07","A Bronx Tale The Musical",7751
"2018-01-14","A Bronx Tale The Musical",7958
"2018-01-21","A Bronx Tale The Musical",7520
"2018-01-28","A Bronx Tale The Musical",7810
"2018-02-04","A Bronx Tale The Musical",7358
"2018-02-11","A Bronx Tale The Musical",6517
"2018-02-18","A Bronx Tale The Musical",7772
"2018-02-25","A Bronx Tale The Musical",7928
"2018-03-04","A Bronx Tale The Musical",6400
"2018-03-11","A Bronx Tale The Musical",6550
"2018-03-18","A Bronx Tale The Musical",7789
"2018-03-25","A Bronx Tale The Musical",6468
"2018-04-01","A Bronx Tale The Musical",8000
"2018-04-08","A Bronx Tale The Musical",8110
"2018-04-15","A Bronx Tale The Musical",6699
"2018-04-22","A Bronx Tale The Musical",6497
"2018-04-29","A Bronx Tale The Musical",6744
"2018-05-06","A Bronx Tale The Musical",5294
"2018-05-13","A Bronx Tale The Musical",6675
"2018-05-20","A Bronx Tale The Musical",7376
"2018-05-27","A Bronx Tale The Musical",7025
"2018-06-03","A Bronx Tale The Musical",6511
"2018-06-10","A Bronx Tale The Musical",6645
"2018-06-17","A Bronx Tale The Musical",7094
"2018-06-24","A Bronx Tale The Musical",6729
"2018-07-01","A Bronx Tale The Musical",6488
"2018-07-08","A Bronx Tale The Musical",6507
"2018-07-15","A Bronx Tale The Musical",6896
"2018-07-22","A Bronx Tale The Musical",7749
"2018-07-29","A Bronx Tale The Musical",8079
"2018-08-05","A Bronx Tale The Musical",8282
"2008-03-30","A Catered Affair",5742
"2008-04-06","A Catered Affair",5308
"2008-04-13","A Catered Affair",5294
"2008-04-20","A Catered Affair",4944
"2008-04-27","A Catered Affair",5811
"2008-05-04","A Catered Affair",6179
"2008-05-11","A Catered Affair",5897
"2008-05-18","A Catered Affair",6040
"2008-05-25","A Catered Affair",5991
"2008-06-01","A Catered Affair",5475
"2008-06-08","A Catered Affair",5787
"2008-06-15","A Catered Affair",5539
"2008-06-22","A Catered Affair",4475
"2008-06-29","A Catered Affair",4600
"2008-07-06","A Catered Affair",4448
"2008-07-13","A Catered Affair",4051
"2008-07-20","A Catered Affair",4692
"2008-07-27","A Catered Affair",5269
"1990-04-15","A Change in the Heir",1944
"1990-04-22","A Change in the Heir",1750
"1990-04-29","A Change in the Heir",1904
"1990-05-06","A Change in the Heir",1846
"1990-05-13","A Change in the Heir",601
"1985-06-09","A Chorus Line",8167
"1985-06-16","A Chorus Line",7918
"1985-06-23","A Chorus Line",8096
"1985-06-30","A Chorus Line",7841
"1985-07-07","A Chorus Line",6184
